-2.775E-05	-5.396E-05
-2.775E-05	-5.396E-05
-2.775E-05	-5.396E-05
-2.775E-05	-5.396E-05
-1.517E-05	-8.482E-05
5.991E-05	-0.0002694
0.0002212	-0.001
0.001	-0.001
0.001	-0.003
0.002	-0.005
0.003	-0.008
0.004	-0.011
0.006	-0.016
0.008	-0.023
0.01	-0.03
0.012	-0.039
0.014	-0.05
0.016	-0.062
0.018	-0.075
0.019	-0.089
0.02	-0.104
0.02	-0.12
0.021	-0.136
0.021	-0.153
0.02	-0.168
0.02	-0.183
0.019	-0.197
0.018	-0.21
0.018	-0.221
0.017	-0.229
0.017	-0.236
0.017	-0.24
0.017	-0.241
0.017	-0.24
0.018	-0.235
0.019	-0.228
0.02	-0.218
0.021	-0.204
0.022	-0.188
0.023	-0.169
0.023	-0.148
0.024	-0.125
0.024	-0.1
0.023	-0.075
0.023	-0.05
0.022	-0.026
0.021	-0.003
0.02	0.017
0.018	0.036
0.016	0.052
0.014	0.065
0.012	0.076
0.01	0.085
0.009	0.091
0.007	0.097
0.005	0.102
0.003	0.106
0.001	0.111
-0.0003021	0.116
-0.002	0.122
-0.004	0.129
-0.006	0.138
-0.008	0.147
-0.01	0.157
-0.013	0.168
-0.015	0.179
-0.018	0.191
-0.021	0.202
-0.023	0.214
-0.026	0.226
-0.029	0.237
-0.031	0.249
-0.034	0.262
-0.036	0.275
-0.039	0.289
-0.041	0.305
-0.043	0.321
-0.045	0.34
-0.047	0.359
-0.049	0.38
-0.051	0.403
-0.053	0.426
-0.055	0.45
-0.057	0.475
-0.06	0.499
-0.062	0.522
-0.064	0.543
-0.067	0.563
-0.069	0.579
-0.071	0.592
-0.072	0.601
-0.074	0.605
-0.074	0.605
-0.074	0.6
-0.073	0.591
-0.071	0.577
-0.068	0.559
-0.064	0.536
-0.06	0.511
-0.054	0.482
-0.048	0.451
-0.042	0.418
-0.035	0.383
-0.028	0.347
-0.022	0.311
-0.015	0.274
-0.009	0.237
-0.003	0.199
0.002	0.16
0.007	0.121
0.012	0.081
0.016	0.041
0.019	0.0001823
0.022	-0.04
0.025	-0.079
0.028	-0.117
0.03	-0.153
0.033	-0.187
0.035	-0.217
0.037	-0.245
0.04	-0.27
0.042	-0.292
0.044	-0.312
0.046	-0.331
0.049	-0.348
0.051	-0.364
0.054	-0.381
0.057	-0.398
0.06	-0.417
0.063	-0.436
0.067	-0.457
0.07	-0.479
0.073	-0.503
0.077	-0.527
0.08	-0.553
0.083	-0.578
0.086	-0.605
0.088	-0.631
0.09	-0.658
0.092	-0.685
0.094	-0.712
0.095	-0.739
0.095	-0.766
0.095	-0.793
0.094	-0.819
0.092	-0.845
0.089	-0.869
0.085	-0.892
0.08	-0.913
0.073	-0.932
0.066	-0.948
0.057	-0.962
0.046	-0.972
0.035	-0.979
0.023	-0.983
0.011	-0.982
-0.002	-0.979
-0.015	-0.971
-0.027	-0.958
-0.039	-0.942
-0.05	-0.92
-0.06	-0.894
-0.07	-0.864
-0.078	-0.828
-0.085	-0.788
-0.091	-0.743
-0.096	-0.693
-0.1	-0.64
-0.103	-0.582
-0.105	-0.521
-0.107	-0.457
-0.107	-0.391
-0.107	-0.323
-0.107	-0.253
-0.106	-0.184
-0.104	-0.114
-0.103	-0.045
-0.101	0.024
-0.099	0.091
-0.098	0.157
-0.096	0.222
-0.095	0.285
-0.093	0.347
-0.092	0.407
-0.091	0.466
-0.09	0.523
-0.09	0.579
-0.089	0.632
-0.088	0.684
-0.087	0.734
-0.086	0.783
-0.085	0.829
-0.084	0.873
-0.083	0.916
-0.081	0.958
-0.08	0.998
-0.078	1.037
-0.075	1.075
-0.073	1.112
-0.069	1.146
-0.066	1.179
-0.061	1.209
-0.056	1.237
-0.051	1.261
-0.044	1.281
-0.037	1.297
-0.029	1.309
-0.02	1.317
-0.01	1.32
0.0001216	1.319
0.011	1.314
0.023	1.305
0.035	1.291
0.048	1.274
0.06	1.253
0.073	1.227
0.085	1.197
0.097	1.163
0.108	1.123
0.119	1.079
0.129	1.029
0.139	0.974
0.148	0.913
0.156	0.848
0.164	0.779
0.171	0.704
0.177	0.626
0.183	0.545
0.187	0.461
0.192	0.374
0.195	0.286
0.198	0.197
0.201	0.107
0.203	0.017
0.204	-0.073
0.205	-0.161
0.206	-0.248
0.206	-0.334
0.207	-0.418
0.207	-0.5
0.207	-0.579
0.207	-0.656
0.207	-0.731
0.206	-0.802
0.206	-0.871
