-2.775E-05	-5.396E-05
0.001	-0.004
0.009	-0.031
0.026	-0.114
0.03	-0.257
-0.012	-0.393
-0.098	-0.431
-0.165	-0.346
-0.159	-0.216
-0.096	-0.143
-0.04	-0.151
-0.025	-0.177
-0.035	-0.158
-0.035	-0.106
-0.005	-0.075
0.041	-0.102
0.065	-0.161
0.064	-0.126
0.071	0.118
0.116	0.501
0.176	0.793
0.203	0.813
0.187	0.52
0.161	-0.039
0.15	-0.713
0.132	-1.214
0.071	-1.295
-0.035	-0.931
-0.144	-0.365
-0.22	0.097
-0.265	0.297
-0.309	0.214
-0.363	-0.132
-0.407	-0.672
-0.426	-1.18
-0.449	-1.352
-0.492	-1.044
-0.52	-0.396
-0.469	0.315
-0.295	0.884
-0.022	1.21
0.295	1.289
0.624	1.21
0.949	1.07
1.222	0.863
1.36	0.54
1.311	0.165
1.127	-0.043
0.92	0.16
0.75	0.8
0.597	1.619
0.419	2.337
0.193	2.889
-0.097	3.234
-0.455	3.175
-0.835	2.581
-1.132	1.668
-1.256	0.861
-1.2	0.403
-1.033	0.27
-0.814	0.374
-0.575	0.68
-0.357	1.035
-0.199	1.103
-0.082	0.651
0.078	-0.199
0.329	-1.175
0.601	-2.152
0.8	-3.072
0.919	-3.77
0.992	-4.051
1.009	-3.857
0.923	-3.282
0.737	-2.523
0.525	-1.813
0.376	-1.336
0.335	-1.228
0.384	-1.56
0.449	-2.184
0.443	-2.678
0.322	-2.643
0.118	-2.074
-0.078	-1.302
-0.19	-0.612
-0.192	-0.056
-0.12	0.406
-0.066	0.75
-0.139	0.944
-0.37	1.011
-0.676	0.935
-0.953	0.589
-1.158	-0.163
-1.271	-1.325
-1.262	-2.707
-1.13	-3.961
-0.945	-4.672
-0.811	-4.631
-0.733	-4.064
-0.615	-3.494
-0.409	-3.307
-0.156	-3.548
0.098	-3.976
0.374	-4.218
0.723	-4.036
1.085	-3.529
1.314	-3.009
1.33	-2.647
1.186	-2.302
0.987	-1.693
0.77	-0.648
0.504	0.808
0.17	2.512
-0.197	4.19
-0.539	5.54
-0.819	6.388
-1.033	6.706
-1.172	6.473
-1.213	5.711
-1.149	4.669
-0.995	3.78
-0.813	3.401
-0.699	3.6
-0.713	4.1
-0.795	4.436
-0.791	4.316
-0.62	3.828
-0.361	3.233
-0.132	2.652
0.062	2.039
0.292	1.396
0.551	0.857
0.74	0.568
0.777	0.601
0.621	1.021
0.247	1.902
-0.321	3.217
-0.957	4.729
-1.508	6.009
-1.931	6.605
-2.254	6.256
-2.449	5.091
-2.458	3.665
-2.272	2.646
-1.968	2.36
-1.648	2.576
-1.3	2.798
-0.816	2.763
-0.14	2.481
0.676	1.901
1.514	0.898
2.276	-0.422
2.897	-1.685
3.288	-2.593
3.339	-3.178
3.046	-3.592
2.592	-3.768
2.229	-3.429
2.094	-2.414
2.129	-0.887
2.206	0.778
2.221	2.177
2.045	2.955
1.613	2.963
1.049	2.434
0.572	1.862
0.346	1.541
0.381	1.392
0.515	1.271
0.564	1.245
0.451	1.532
0.31	2.307
0.419	3.59
0.877	5.08
1.513	6.127
2.127	6.065
2.645	4.822
3.124	3.098
3.546	1.701
3.82	1.122
3.93	1.575
3.879	2.916
3.693	4.651
3.419	6.389
3.085	8.116
2.716	9.9
2.292	11.514
1.741	12.523
1.03	12.694
0.238	12.227
-0.485	11.541
-1.046	10.888
-1.447	10.27
-1.683	9.649
-1.737	9.072
-1.7	8.664
-1.735	8.6
-1.894	8.895
-2.031	9.223
-1.931	9.144
-1.531	8.512
-0.995	7.555
-0.52	6.725
-0.14	6.531
0.245	7.162
0.696	8.159
1.14	8.791
1.476	8.829
1.72	8.792
1.937	9.363
2.136	10.668
2.264	12.232
2.246	13.433
2.132	13.907
2.052	13.648
2.029	12.924
2.003	12.156
1.937	11.69
1.883	11.54
1.956	11.445
2.171	11.273
2.43	11.181
2.629	11.294
2.705	11.439
2.686	11.386
2.681	11.091
2.765	10.534
2.911	9.601
3.04	8.358
3.113	7.214
3.146	6.561
3.093	6.39
2.852	6.367
2.411	6.306
1.914	6.474
1.561	7.301
1.394	8.818
1.222	10.6
0.806	12.152
0.07	13.124
-0.775	13.315
-1.319	12.737
-1.275	11.712
-0.682	10.713
0.17	10.006
0.972	9.49
1.574	8.832
1.982	7.71
2.298	6.051
2.682	4.103
3.224	2.276
3.84	0.827
4.395	-0.288
4.821	-1.317
5.07	-2.544
5.127	-4.056
5.081	-5.56
5.027	-6.492
4.907	-6.445
4.625	-5.584
4.318	-4.567
4.288	-3.947
4.624	-3.851
5.05	-4.104
5.27	-4.406
5.257	-4.452
5.139	-4.105
4.996	-3.528
4.783	-3.024
4.438	-2.775
4.054	-2.653
3.773	-2.293
3.637	-1.449
3.554	-0.231
3.39	0.992
3.095	1.928
2.692	2.703
2.182	3.818
1.591	5.572
1.008	7.571
0.522	8.996
0.24	9.393
0.282	9.099
0.61	8.801
0.987	8.785
1.166	8.908
1.089	9.069
0.93	9.228
0.852	9.087
0.867	8.219
0.94	6.552
1.091	4.409
1.422	2.09
2.003	-0.336
2.682	-2.935
3.17	-5.765
3.338	-8.787
3.295	-11.805
3.205	-14.562
3.132	-16.983
3.075	-19.184
3.042	-21.127
3.001	-22.375
2.865	-22.418
2.624	-21.356
2.324	-20.023
1.989	-19.199
1.652	-19.005
1.376	-19.063
1.231	-19.005
1.147	-18.694
0.942	-18.032
0.552	-16.831
0.08	-15.084
-0.37	-13.21
-0.779	-11.837
-1.1	-11.361
-1.157	-11.77
-0.828	-12.826
-0.213	-14.353
0.503	-16.245
1.212	-18.265
1.952	-20.165
2.801	-21.995
3.799	-24
4.949	-26.275
6.149	-28.669
7.19	-30.891
7.906	-32.655
8.208	-33.843
8.067	-34.471
7.594	-34.453
7.081	-33.669
6.792	-32.363
6.714	-31.093
6.596	-30.231
6.229	-29.826
5.7	-29.89
5.299	-30.417
5.235	-31.159
5.529	-31.744
5.982	-32.078
6.291	-32.391
6.327	-32.834
6.221	-33.285
6.193	-33.586
6.354	-33.73
6.632	-33.75
6.942	-33.578
7.274	-33.165
7.59	-32.617
7.774	-32.027
7.715	-31.233
7.437	-30.011
7.123	-28.402
6.945	-26.448
6.928	-23.719
6.968	-19.563
6.948	-13.926
6.777	-7.585
6.433	-1.518
6.022	3.676
5.756	7.721
5.808	10.341
6.188	11.258
6.791	10.586
7.561	9.152
8.499	7.942
9.53	7.372
10.504	7.438
11.209	8.221
11.414	9.859
11.108	12.169
10.526	14.585
9.965	16.498
9.582	17.672
9.268	18.275
8.899	18.578
8.484	18.843
8.002	19.374
7.349	20.291
6.473	21.301
5.494	21.927
4.659	21.933
4.089	21.408
3.721	20.642
3.531	19.998
3.537	19.692
3.655	19.609
3.736	19.448
3.702	19.002
3.676	18.242
3.899	17.394
4.482	16.948
5.286	17.288
6.058	18.18
6.659	18.948
7.082	19.194
7.393	19.155
7.654	19.288
7.902	19.594
8.171	19.594
8.387	18.891
8.386	17.625
8.064	16.377
7.367	15.688
6.414	15.644
5.449	15.818
4.593	15.756
3.848	15.444
3.166	15.115
2.522	14.795
1.956	14.254
1.502	13.359
1.22	12.389
1.226	11.914
1.562	12.38
2.143	13.763
2.845	15.706
3.532	17.947
4.138	20.387
4.681	22.838
5.107	24.906
5.333	26.195
5.389	26.621
5.357	26.378
5.258	25.657
5.024	24.651
4.624	23.844
4.188	23.908
3.884	25.017
3.725	26.514
3.601	27.521
3.45	27.662
3.277	27.151
3.09	26.471
2.848	25.968
2.568	25.693
2.447	25.463
2.689	25.081
3.25	24.528
3.932	23.917
4.561	23.322
5.03	22.759
5.317	22.292
5.455	21.926
5.478	21.401
5.409	20.346
5.237	18.741
4.984	17.015
4.719	15.65
4.448	14.833
4.083	14.557
3.552	14.851
2.887	15.755
2.2	17.19
1.577	18.955
1.03	20.69
0.522	21.896
0.106	22.241
-0.109	21.819
